Site,Pop.size,Slope,X_wgs84,Y_wgs84
A35-19,3.11197706068646,0.662314624780686,120.492009,23.474436
A36-10,0.429479941829656,-0.00241194468175351,120.499692,23.195665
A37-07,2.10310903127547,0.595001906611938,120.442012,22.969712
A39-01,6.9890391421559,0.606359193517226,120.677656,22.894472
B10-13,2.86505442547134,-0.00692275114245307,121.294207,24.55669
B13-02,7.04658632299125,0.966242927538176,121.103684,24.498009
B29-02,3.16809574203309,0.541030578762225,121.2144,24.162514
B30-07,15.5736381121286,4.1147139434888,121.163216,24.030504
B33-01,0.268837808448729,0.134114089387391,120.694136,23.602521
C16-01,3.87927110274979,1.06206693098624,121.313062,24.188565
C28-01,4.56118193981513,0.329325627976741,121.026134,24.288928
C30-03,1.39363092713451,0.385718586678223,121.23586,24.117318
C30-04,0.423091732755915,0.0104867513381836,121.266107,24.120383
A04-35,1.22268389860059,0.3816617380952,121.572666,25.101433
A04-41,0.693031400559894,0.127184615565527,121.534324,24.934032
A04-49,0.815389497722663,0.309901071416096,121.567280555556,24.8993
A05-14,3.23361860353528,1.13056871847707,121.535789,24.894971
A09-51,2.00481943284847,0.536812667807587,121.474416666667,25.1660277777778
A20-05,19.2378297032059,5.0382662669614,121.189524,23.343939
A32-08,3.38348659624042,0.752609678808139,120.864180555556,23.8363444444444
A33-27,10.1738307176425,3.33904134018153,120.628425,23.7271138888889
A33-28,14.2267098136985,5.27812396291258,120.621711111111,23.756075
A34-31,38.8416892756691,11.7345088761757,120.384879,22.662461
A34-49,1.06682587046419,0.476053015329685,120.450232,22.830974
A35-10,1.70447697500682,0.770165865894777,120.557528,23.430623
A37-08,0.82611739025617,0.377485313152287,120.568793,22.970108
B32-05,5.73315212193509,1.23126462710733,120.85062,23.864617
B35-01,13.2315501864081,4.18115132489531,120.68643,23.47753
A04-51,2.96367586576393,1.28902946552352,121.679327777778,24.9919194444444
A09-53,1.69081662138599,0.499991653849387,121.239611111111,24.8305555555556
A17-11,0.365961856197935,0.091990723791214,121.551975,24.0098777777778
A25-01,5.23161108243938,2.1552394453442,120.9202,22.437841
A29-23,0.575518144972145,0.124007986000587,120.764201,24.160811
B06-06,0.939991457448549,0.130535714564798,121.430338,24.603348
B06-07,2.94732188278875,0.655543299410097,121.412689,24.584907
B33-02,23.3327663935522,9.47439501411585,120.6155,23.5636
B38-07,3.71848695056254,1.48281939082665,120.773418,23.0789
A02-07,0.608843979498177,0.217754586357908,121.927474,25.001238
A02-08,1.00528909516009,0.34041799431319,121.92576,24.980016
A03-09,0.986302641575679,0.443606030618354,121.837272,24.602763
A03-22,1.05426705769147,0.386615175714381,121.812266666667,24.6041916666667
A04-39,1.67137976677946,0.435991769221567,121.731677,24.961154
A05-09,6.02255178864625,1.95384153029816,121.582241,24.848464
A05-10,5.09275953355892,1.70531687177647,121.5965,24.846566
A05-19,0.885218847187665,0.380784347254205,121.730716666667,24.8234611111111
A07-10,0.153877388897006,0.0555418239628137,121.791781,24.450366
A09-47,0.314614230185586,0.0641250244178335,121.144777777778,24.7473361111111
A17-18,0.621757618781929,0.144545316357481,121.509877777778,23.9278277777778
A33-30,0.333231266803288,0.15518966977418,120.673041666667,23.7732722222222
A33-32,0.775796881287903,0.194732974304819,120.735777777778,23.6774833333333
A40-17,0.913654972084721,0.406004577456504,120.641694444444,22.5108222222222
B38-08,3.36321891980043,1.32020339799788,120.72467,23.051731
A05-20,6.0456736129178,2.70531834623496,121.459487,24.881861
A27-08,1.33606480992622,0.486366062018619,120.905092,24.610561
A28-13,2.09130143435427,0.900002964689422,120.839447,24.173361
A29-26,3.01229343676417,1.13730126178369,120.844030555556,23.9574694444445
A29-27,3.54830025267797,1.38355567442617,120.854561111111,23.9491888888889
A32-09,0.445354936642074,0.162122020672873,120.856271,23.806696
A32-11,8.01638885955733,2.91819637211171,120.89045,23.587668
A33-33,0.890709873284148,0.324244041345746,120.701175,23.9367277777778
A33-34,2.44945215153141,0.8916711137008,120.789388,23.763746
B12-02,5.03725752749799,1.78012364261452,121.019178,24.539243
